entry_filter,cost_bps_per_side,period,policy,sector,trades,tickers,signal_dates,win_rate_pct,mean_net_return_pct,median_net_return_pct,p10_net_return_pct,worst_net_return_pct,loss_at_least_10pct_rate,mean_winner_pct,mean_loser_pct,median_excess_spy_pp,mean_excess_spy_pp,beat_spy_pct,date_balanced_median_return_pct,date_balanced_median_excess_spy_pp,median_return_without_3_largest_dates_pct,median_adverse_excursion_pct,median_sessions_to_exit,positive_quarters_min30,quarters_min30,positive_sectors_min30,sectors_min30,sample_flag
volatility_2_to_5,0,older,trailing_close_10,Utilities,19,11,13,68.42105263157895,6.571568982833596,3.6620935508264063,-7.811651933468891,-11.187845303867405,5.263157894736842,12.396504667434023,-6.049125000467332,-3.202726477448503,-0.425543224689773,31.57894736842105,1.8784281313396933,-1.1825055805409157,1.5831602540106515,-5.685084637495996,30.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,recent,hold_20,Communication Services,22,18,14,59.09090909090909,2.5602055877588823,1.910242055095901,-17.539867811102063,-39.372247890501285,18.181818181818183,13.232231162229798,-12.854942464254663,1.9685353700170882,1.3195128560345155,59.09090909090909,9.362678576161565,3.839298541900227,7.897770945426585,-4.003076852987681,20.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,recent,hold_20,Consumer Discretionary,44,32,32,59.09090909090909,2.4548777748506585,3.0492021988280493,-10.505277402844609,-18.38735724997116,13.636363636363635,9.457983958506292,-7.660720045985254,0.009191416140053033,0.7795421913000854,50.0,3.0492021988280493,0.3338668015506363,4.467234486354954,-6.189226206059345,20.0,0,0,1,1,descriptive only
volatility_2_to_5,0,recent,hold_20,Consumer Staples,19,15,18,52.63157894736842,-1.7793702462466263,0.404667161259864,-13.212502115747741,-15.85854903390449,26.31578947368421,4.98210686796166,-9.292122595366944,-1.5826550643157966,-2.052073942915037,42.10526315789473,-0.6972752850806341,-2.4623087246033295,-4.841621532906615,-4.5143087464731835,20.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,recent,hold_20,Energy,19,14,16,68.42105263157895,3.033561081715279,3.292427416941046,-8.848993026715076,-16.75081139560043,10.526315789473683,8.221226554879191,-8.206380776806526,1.0530821472662932,1.1315785847258528,57.89473684210527,3.8179604320013607,2.5133811033463016,3.292427416941046,-6.045265038713509,20.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,recent,hold_20,Financials,69,47,37,39.130434782608695,-2.5131082075922846,-3.384615384615386,-15.941794193804714,-31.626085782438462,23.18840579710145,8.477663748997227,-9.57860446539983,-2.6742969672893913,-2.61138076527731,39.130434782608695,-3.274084333641125,-2.503501695110355,-3.274084333641125,-7.318451539983051,20.0,0,1,0,1,descriptive only
volatility_2_to_5,0,recent,hold_20,Health Care,43,31,25,58.139534883720934,1.8111116157139122,0.6795456751771622,-11.056695713421453,-15.956917978458996,16.27906976744186,8.046060024350432,-6.848538951836809,-1.335408383995862,-0.23302597750070103,46.51162790697674,0.6795456751771622,-1.3631360775958838,-0.2701669897314407,-6.380042462845004,20.0,0,0,1,1,descriptive only
volatility_2_to_5,0,recent,hold_20,Industrials,70,50,37,50.0,1.307161576570343,-0.20894469865679333,-9.285809853195437,-20.249039916210876,7.142857142857142,9.020655973048394,-6.406332819907706,-0.5599300977506605,-0.44657227587327086,47.14285714285714,-0.5365562842122418,-0.19601381489043335,-0.5365562842122418,-6.9482837140829705,20.0,1,2,0,1,descriptive only
volatility_2_to_5,0,recent,hold_20,Information Technology,99,60,45,53.535353535353536,2.335434273940642,1.4868265091809052,-14.071176682047634,-34.96545370796868,20.2020202020202,12.98406850593701,-9.933644297707344,1.1608967852644088,0.4901228451243019,52.52525252525253,3.6440084092501657,3.362069589140259,4.663792388690813,-8.548462473128337,20.0,2,2,1,1,descriptive only
volatility_2_to_5,0,recent,hold_20,Materials,21,13,18,57.14285714285714,2.758022868566669,1.0126582278481067,-11.10503282275712,-17.960116855074304,14.285714285714285,10.704734841473005,-7.837593095308446,4.400457900486154,1.191296879559278,52.38095238095239,0.7001275635364568,2.0294694465374796,0.3875968992248069,-6.860759493670887,20.0,0,0,0,0,small (<30 trades)
